"movie_id",,"stage_name","role_type","role_description","role_name"
"RcB8","The Blackboard Jungle","Anne Francis",,,
"RcB8","The Blackboard Jungle","Jamie Farr",,,
"RcB8","The Blackboard Jungle","Allison Hayes",,,
"RcB13","Cat on a Hot Tin Roof","Elizabeth Taylor",,"frustrated wife","AAN"
"RcB13","Cat on a Hot Tin Roof","Burl Ives",,"father, plantation owner",
"RcB13","Cat on a Hot Tin Roof","Paul Newman",,"neurotic, homosexual son","AAN"
"RcB13","Cat on a Hot Tin Roof","Jack Carson",,"coniving son",
"RcB13","Cat on a Hot Tin Roof","Judith Anderson",,,
"RcB13","Cat on a Hot Tin Roof","Madelaine Sherwood",,,
"RcB13","Cat on a Hot Tin Roof","Larry Gates",,,
"RcB14","Elmer Gantry","Burt Lancaster",,"fraudulent, lecherous clergyman","AA"
"RcB14","Elmer Gantry","Jean Simmons",,"evangelist, dies in tent fire",
"RcB14","Elmer Gantry","Arthur Kennedy",,,
"RcB14","Elmer Gantry","Shirley Jones",,"girlfriend turned hooker","Lulu Bains"
"RcB14","Elmer Gantry","Dean Jagger",,"manager",
"RcB14","Elmer Gantry","Edward Andrews",,,"George Babitt"
"RcB14","Elmer Gantry","Arthur Kennedy",,,
"RcB14","Elmer Gantry","Patti Page",,"lead choir singer",
"RcB14","Elmer Gantry","John McIntire",,,
"RcB14","Elmer Gantry","Rex Ingram",,,
"RcB14","Elmer Gantry","Hugh Marlowe",,,
"RcB14","Elmer Gantry","Philip Ober",,,
"RcB15","Sweet Bird of Youth","Geraldine Page",,"aging star, princess",
"RcB15","Sweet Bird of Youth","Paul Newman",,"gigolo, beaten",
"RcB15","Sweet Bird of Youth","Rip Torn","villain","villain","Tom Finley"
"RcB16","Lord Jim","Peter OToole",,"sailor, dies",
"RcB16","Lord Jim","James Mason",,,
"RcB16","Lord Jim","Eli Wallach",,,
"RcB16","Lord Jim","Paul Lukas",,,
"RcB16","Lord Jim","Jack Hawkins",,,
"RcB16","Lord Jim","Daliah Lavi",,,
"RcB16","Lord Jim","Curt Jurgens","villain","gentleman villain","errorR(An)/error"
"RcB16","Lord Jim","Akim Tamiroff",,"tribal chief","errorR(An)/error"
"RcB16","Lord Jim","Juzo Itami",,,
"RcB17","The Professionals","Burt Lancaster",,"covers search train",
"RcB17","The Professionals","Lee Marvin",,"hired to find rancher's wife",
"RcB17","The Professionals","Robert Ryan",,,
"RcB17","The Professionals","Jack Palance",,,
"RcB17","The Professionals","Ralph Bellamy",,"millionaire rancher","errorR(An)/error"
"RcB17","The Professionals","Claudia Cardinale",,"rancher's kidnapped wife",
"RcB17","The Professionals","Woody Strode",,,
"RcB18","In Cold Blood","Robert Blake",,,
"RcB18","In Cold Blood","Scott Wilson",,,
"RcB18","In Cold Blood","John Forsythe",,,
"RcB25","Bite the Bullet","Gene Hackman",,,
"RcB25","Bite the Bullet","Candice Bergen",,,
"RcB25","Bite the Bullet","James Coburn",,,
"RcB25","Bite the Bullet","Jan-Michael Vincent",,,
"RcB25","Bite the Bullet","Ian Bannen",,,
"RcB25","Bite the Bullet","Ben Johnson",,,
"RcB30","Looking for Mr.~Goodbar","Diane Keaton","victim","promiscuous teacher, nude, killed",
"RcB30","Looking for Mr.~Goodbar","Tuesday Weld",,,
"RcB30","Looking for Mr.~Goodbar","William Atherton",,"pick-up","James"
"RcB30","Looking for Mr.~Goodbar","Richard Kiley",,"father","Mr. Dunn"
"RcB30","Looking for Mr.~Goodbar","Richard Gere",,,"Tony"
"RcB30","Looking for Mr.~Goodbar","Alan Feinstein",,,"Martin"
"RcB30","Looking for Mr.~Goodbar","Tom Berenger",,,"Gary"
"RcB30","Looking for Mr.~Goodbar","Priscilla Pointer",,"mother",
"RcB30","Looking for Mr.~Goodbar","LeVar Burton",,,
"RcB40","Wrong is Right","Sean Connery","Nar","narrator",
"RcB40","Wrong is Right","Katharine Ross",,"reporter, spy, killed","Sally Blane"
"RcB40","Wrong is Right","Robert Conrad",,"aggressive general","Wombat"
"RcB40","Wrong is Right","George Grizzard",,"president","errorR(An)/error"
"RcB40","Wrong is Right","Henry Silva",,,"Reuling"
"RcB40","Wrong is Right","Hardy Kruger",,"arms dealer","Helmut Unger"
"RcB40","Wrong is Right","Leslie Nielsen",,"right wing candidate",
"RcB40","Wrong is Right","John Saxon",,"CIA contact","Homer Hubbard"
"RcB40","Wrong is Right","G.D. Spradlin",,,"Philonius sp"
"RcB40","Wrong is Right","Rosalind Cash",,"black vice-president","Mrs.~Ford"
"RcB40","Wrong is Right","Ron Moody",,"king","Ahmed"
"RcB40","Wrong is Right","Robert Webber",,"TV network chief","Harvey"
"RcB40","Wrong is Right","Dean Stockwell",,,"Harder"
"RcB40","Wrong is Right","Cherry McClain",,,"Erika"
"RcB40","Wrong is Right","Tony March",,,"Alan"
"RcB40","Wrong is Right","Marianne Marks",,,"Suzy"
"RcB40","Wrong is Right","Jeffrey Wheat",,,"Millie"
"RcB40","Wrong is Right","Joseph Whipp",,,"Jake Brown"
"RcB40","Wrong is Right","Tom McFadden",,,"Billie Bob Harper"
"RcB40","Wrong is Right","Jennifer Jason Leigh",,"young girl",
"RcB40","Wrong is Right","Alexander Zale",,"professor",
"RcF10","Les Mis\'erables","Gino Cervi",,,"Jean Valmont"
"RcF12","Le chevalier mysterieux","Vittorio Gassman",,,
"RcF20","Theodora, Slave Express","Gianne Maria Canale",,"empress","Theodora"
"RcF20","Theodora, Slave Express","Gianne Maria Canale",,"empress","Theodora"
"RcF20","Theodora, Slave Express","Gianne Maria Canale",,"empress","Theodora"
"RcF26","The White Warrior","Steve Reeves","crook","leads uprising agianst Czar","Hadji Mura"
"RcF26","The White Warrior","Renato Baldini","crook",,
"RcF26","The White Warrior","Scilla Gabel","crook","Hadji's love",
"RcF26","The White Warrior","Georgia Moll","crook",,
"RcF26","The White Warrior","Nikola Popovic","crook","Czar","Nicolas I"
"RcF30","L'Orrible Segreto del Dottor Hitchcock","Robert Flemyng","scientist","Vil","necrophiliac professor"
"RcF30","L'Orrible Segreto del Dottor Hitchcock","Barbara Steele","savior","second wife, to help resurrect first wife","Cynthia Hitchcock"
"RcF30","L'Orrible Segreto del Dottor Hitchcock","Harriet Medin","sidekick","maid","Martha"
"RcF30","L'Orrible Segreto del Dottor Hitchcock","Montgomery Glen","scientist","doctor","Kurt Lowe"
"RcF30","L'Orrible Segreto del Dottor Hitchcock","Maria Therese Vianello","victim","first wife, accidentially killed","Margharita Hitchcock"
"RcF30","L'Orrible Segreto del Dottor Hitchcock","Spencer Williams",,"black hospital attendant",
"RcF34","Romeo and Juliet","Meynier",,"lover",
"RcF34","Romeo and Juliet","Rosemarie Dexter",,"love",
"RCh10","Masterminds","Patrick Stewart",,"computer hacker, foils terrorists",
"RCh10","Masterminds","Brenda Ficker",,,
"RCh10","Masterminds","Vincent Kartheiser",,"terrorist","errorSp(An)/error"
"RCh10","Masterminds","Brad Whitford",,,
"RCh10","Masterminds","Matt Craven",,,
"RCj10","Survive!","Pablo Ferrez",,"eats fellow passengers after crash",
"RCj10","Survive!","Hugo Stiglitz",,,
"RCj11","Tintorera ... Bloody Waters","Jennifer Ashley",,,
"RCj11","Tintorera ... Bloody Waters","Susan George",,,
"RCj11","Tintorera ... Bloody Waters","Hugo Stiglitz",,"shark hunter",
"RCj11","Tintorera ... Bloody Waters","Pablo Ferrez",,"shark hunter",
"RCj11","Tintorera ... Bloody Waters","Fiona Lewis",,"attacked by shark",
"RCj20","Guyana, Cult of the Dammned","Stuart Whitman",,"psycho reverend",
"RCj20","Guyana, Cult of the Dammned","Bradford Dillman",,"doctor, mixes poisonous KoolAid",
"RCj20","Guyana, Cult of the Dammned","Joseph Cotten",,,
"RCj20","Guyana, Cult of the Dammned","John Ireland",,,
"RCj20","Guyana, Cult of the Dammned","Gene Barry",,,
"RCj20","Guyana, Cult of the Dammned","Yvonne deCarlo",,,
"RCj20","Guyana, Cult of the Dammned","Jennifer Ashley",,,
"RCj20","Guyana, Cult of the Dammned","Pablo Ferrez",,,
"RCj20","Guyana, Cult of the Dammned","Hugo Stiglitz",,,
"RCl4","Au del\`a des Grilles","Jean Gabin",,"wanted for murder",
"RCl4","Au del\`a des Grilles","Isa Miranda",,"girlfriend",
"RCl4","Au del\`a des Grilles","Vera Taichi",,"suspicious daughter",
"RCl5","Les Jeux Interdits","Brigitte Fossey",,"refugee, orphaned",
"RCl5","Les Jeux Interdits","Georges Poujouly",,"peasant son",
"RCll0","Plein Soleil","Alain Delon","villain","amoral American expatriate, murderer","Tom Ripley"
"RCl13","Is Paris Burning?","Gert Frobe",,"general","vonCholitz"
"RCl13","Is Paris Burning?","Billy Frick",,"ruler","Hitler"
"RCl13","Is Paris Burning?","JeanPaul Belmondo",,,
"RCl13","Is Paris Burning?","Orson Welles",,,
"RCm10","Macon County Line","Alan Vint",,"hell-raiser",
"RCm10","Macon County Line","Cheryl Waters",,,
"RCm10","Macon County Line","Geoffrey Lewis",,,
"RCm10","Macon County Line","Joan Blackman",,,
"RCm10","Macon County Line","Jesse Vint",,,
"RCm10","Macon County Line","Max Baer",,,
"RCm15","Return to Macon County","Nick Nolte",,"racing-car enthousiast",
"RCm15","Return to Macon County","Don Johnson",,"racing-car enthousiast",
"RCm15","Return to Macon County","Robin Mattson",,"starlet",
"RCm15","Return to Macon County","Robert Viharo",,,
"RCm15","Return to Macon County","Eugene Daniels",,,
"RCn10","Scandalous","Robert Hays",,,
"RCn10","Scandalous","John Gielgud",,,
"RCn10","Scandalous","Jim Dale",,,
"RCn10","Scandalous","Pamela Stephenson",,,
"RCn30","Dragon: The Bruce Lee Story","Jason Scott Lee",,"martial arts performer","Bruce Lee"
"RCn30","Dragon: The Bruce Lee Story","Lauren Holly",,,
"RCn30","Dragon: The Bruce Lee Story","Michael Learned",,,
"RCn30","Dragon: The Bruce Lee Story","Robert Wagner",,,
"RCn30","Dragon: The Bruce Lee Story","John Cheung",,,
"RCn36","Dragonheart","Sean Connery","Nar","dragon",
"RCn39","Daylight","Sylvester Stallone",,,
"RCn39","Daylight","Amy Brenneman",,,
"RCo3","Swamp Women","Marie Windsor","villain","blond convict, escapes",
"RCo3","Swamp Women","Carole Matthews","agent","undercover police woman",
"RCo3","Swamp Women","Beverly Garland",,"tough convict, escapes",
"RCo3","Swamp Women","Jil Jarmyn",,"nympho convict, escapes",
"RCo3","Swamp Women","Touch Connors",,"geologist, kidnapped",
"RCo3","Swamp Women","Susan Cummings",,"girlfriend, killed",
"RCo4","It Conquered the World","Lee VanCleef",,"human traitor",
"RCo9","Cry Baby Killer","Jack Nicholson",,,
"RCo11","Attack of the Crab Monster","Richard Garland",,"scientist",
"RCo11","Attack of the Crab Monster","Pamela Duncan",,,
"RCo11","Attack of the Crab Monster","Russell Johnson",,,
"RCo11","Attack of the Crab Monster","Mel Welles",,,
"RCo11","Attack of the Crab Monster","Ed Nelson",,"crab",
"RCo14","Machine Gun Kelly","Charles bronson",,"botched kidnapping",
"RCo14","Machine Gun Kelly","Susan Cabot",,"motivating moll",
"RCo14","Machine Gun Kelly","Maury Amsrdam",,"loses arm in holdup",
"RCo14","Machine Gun Kelly","Barboura Morris",,"kidnapped nurse",
"RCo14","Machine Gun Kelly","Frank deCova",,"threatening gas station owner",
"RCo14","Machine Gun Kelly","Jack Lambert",,,
"RCo14","Machine Gun Kelly","Wally Campo",,,
"RCo15","I, Mobster","Steve Cochran","villain","gangland leader","Joe Sante"
"RCo15","I, Mobster","Lita Milan","innocent","girlfriend",
"RCo15","I, Mobster","Lili St.Cyr",,"burlesque singer",
"RCo15","I, Mobster","Yvette Wickers",,,
"RCo15","I, Mobster","Grant Withers",,,
"RCo15","I, Mobster","Celia Lovsky",,,
"RCo15","I, Mobster","Robert Strauss",,,
"RCo23","The Wasp Woman","Susan Cabot",,"head of cosmetics firm, becomes wasp at night","Janice Starlin"
"RCo23","The Wasp Woman","Anthony Eisley",,"employee, tries to warn Janice","Bill"
"RCo23","The Wasp Woman","Barboura Morris",,"concerned secretary","Mary"
"RCo23","The Wasp Woman","Michael Mark",,"eldery researcher, invents rejuvenating drug","Zinthrop"
"RCo23","The Wasp Woman","Bruno VeSota",,,
"RCo24","A Bucket of Blood","Dick Miller",,"Cofffeehouse busboy, kills cat","Walter Paisley"
"RCo24","A Bucket of Blood",,,"model, killed",
"RCo24","A Bucket of Blood","Barbara Morris",,"lovely beatnik girl, falls for Walter",
"RCo24","A Bucket of Blood","Anthony Carbone",,,
"RCo24","A Bucket of Blood","Ed Nelson",,,
"RCo24","A Bucket of Blood","Bert Convy",,,
"RCo26","House of Usher","Vincent Price","villain","brother",
"RCo26","House of Usher","Myrna Fahet","victim","sister, buried",
"RCo26","House of Usher","Mark Damon",,,
"RCo26","House of Usher","Harry Ellerbe",,,
"RCo27","The Little Shop of Horrors","Jonathan Hare",,"excentric flower delivery boy",
"RCo27","The Little Shop of Horrors","Mel Welles",,"flower store owner",
"RCo27","The Little Shop of Horrors","Dick Miller",,"flower-eating customer",
"RCo27","The Little Shop of Horrors","Jackie Joseph",,"dim girlfriend",
"RCo27","The Little Shop of Horrors","Jack Nicholson",,"sadistic dentist",
"RCo27","The Little Shop of Horrors","Gravis Mushnik",,"undertaker, dentist's patient",
"RCo30","The Pit and the Pendulum","Vincent Price",,"mad lover, locked up","errorR(An)/error"
"RCo30","The Pit and the Pendulum","Barbara Steele",,"love, locked up",
"RCo30","The Pit and the Pendulum","John Kerr",,"girl's brother, to be driven mad","errorR(An)/error"
"RCo32","The Premature Burial","Ray Milland",,"buried alive",
"RCo34","Tales of Terror","Vincent Price",,"father, murdered",
"RCo34","Tales of Terror","Maggie Pr.",,"daughter, possessed by wife's spirit, kills","Lenora"
"RCo34","Tales of Terror",,,"dead wife","Morella"
"RCo34","Tales of Terror","Peter Lorre","villain","kills wife, her lover, and walls them and the cat in",
"RCo34","Tales of Terror","Debra Paget","victim","wife, murdered","Annabelle"
"RCo34","Tales of Terror","Vincent Price","villain, victim","friend, wife's lover, murdered",
"RCo34","Tales of Terror","Wally Campo","agent","agent, hears cat","errorR(An)/error"
"RCo34","Tales of Terror","Basil Rathbone","villain","mesmerizer, keeps corpse alive, scared to death","Valdemar"
"RCo34","Tales of Terror","Vincent Price","victim","husband, dies partially, finally melts","Ernest"
"RCo34","Tales of Terror","Debra Paget","victim","beautiful wife, desired","Helen"
"RCo34","Tales of Terror","Rilke Mathews","savior","medical collegue, disgusted","Elliott"
"RCo34","Tales of Terror","Jack Nicholson",,,
"RCo35","Tower of London","Vincent Price","ruler","ruthless king","Richard III"
"RCo35","Tower of London","Michael Pate",,"executioner","Mord"
"RCo35","Tower of London","Joan Freeman",,,
"RCo35","Tower of London","Sandra Knight",,,
"RCo36","The Raven","Vincent Price",,"magician",
"RCo36","The Raven","Peter Lorre",,"magician",
"RCo36","The Raven","Boris Karloff",,,
"RCo36","The Raven","Hazel Court",,,
"RCo36","The Raven","Jack Nicholson",,,
"RCo37","The Terror","Jack Nicholson",,,
"RCo37","The Terror","Boris Karloff",,,
"RCo37","The Terror","Sandra Knight",,,
"RCo37","The Terror","Dick Miller",,,
"RCo37","The Terror","Jonathan Haze",,,
"RCo38","The Haunted Palace","Vincent Price",,"warlock, burned",
"RCo38","The Haunted Palace","Vincent Price",,"great-great grandson of warlock",
"RCo38","The Haunted Palace","Debra Paget",,"wife","lifelast//life"
"RCo38","The Haunted Palace","Lon Chaney~jr.",,"resurected warlock",
"RCo38","The Haunted Palace","Milton Parsons",,"resurected warlock",
"RCo38","The Haunted Palace","Elisha Cook~jr.",,,
"RCo38","The Haunted Palace","Leo Gordon",,,
"RCo38","The Haunted Palace","Barbara Morris",,"witch, warlock's wife","errorR(An)/error"
"RCo38","The Haunted Palace","Bruno VeSota",,,
"RCo41","The Masque of the Red Death","Vincent Price",,,
"RCo43","The Tomb of Ligeia","Vincent Price",,"brooding nobleman",
"RCo43","The Tomb of Ligeia","Elizabeth Sheperd",,"resurected wife",
"RCo43","The Tomb of Ligeia","John Westbrook",,,
"RCo43","The Tomb of Ligeia","Oliver Johnson",,,
"RCo43","The Tomb of Ligeia","Richard Johnson",,,
"RCo43","The Tomb of Ligeia","Derek Frances",,,
"RCo44","The Wild Angels","Bruce Dern",,"Hell's Angel motorcyclist, dies","Loser"
"RCo44","The Wild Angels","Peter Fonda",,"Hell's Angel motorcyclist","Heavenly Blues"
"RCo44","The Wild Angels","Nancy Sinatra",,"moll","Mike"
"RCo44","The Wild Angels","Michael J. Polard",,"Hell's Angel motorcyclist","Pigmy"
"RCo44","The Wild Angels","Diane Ladd",,,
"RCo44","The Wild Angels","Gayle Hunnicutt",,,
"RCo46","The Trip","Peter Fonda",,,
"RCo46","The Trip","Dennis Hopper",,,
"RCo46","The Trip","Bruce Dern",,,
"RCo47","Bloody Mama","Robert DeNiro",,"spaced out addict son, dies",
"RCo47","Bloody Mama","Shelley Winters",,"gangster","Ma Barker"
"RCo47","Bloody Mama","Don Stroud",,"son, sadistic lover",
"RCo47","Bloody Mama","Robert Walden",,"son, ex-con",
"RCo47","Bloody Mama","Bruce Dern",,"ex-con, also Ma's lover",
"RCo47","Bloody Mama","Pat Hingle","victim","kidnapped",
"RCo47","Bloody Mama","Clint Kimbrough",,"son",
"RCo47","Bloody Mama","Diane Varsi",,"prostiute girlfriend",
"RCo47","Bloody Mama","Scatman Crothers",,,
"RCo48","Gas-s-s!","Robert Corff",,"father figure, escapes gas",
"RCo48","Gas-s-s!","Elaine Giftos",,"mother figure",
"RCo48","Gas-s-s!","Talia Coppola",,,
"RCo48","Gas-s-s!","Cindy Williams",,,
"RCo48","Gas-s-s!","Ben Vereen",,,
"RCo48","Gas-s-s!","Bud Cort",,,
"RCo48","Gas-s-s!",,,"poet","Edgar Allen Poe"
"RCo48","Gas-s-s!","Country Joe and the Fish",,"band",
"RCo49","von Richthoven and Brown","Richard Bach",,"pilot",
"RCo70","Watchers II","Marc Singer",,,
"RCo70","Watchers II",,"animal, crook","dog",
"RCS10","Camille","Rudolph Valentino",,,
"RCS10","Camille","Alla Nazimova",,,
"RtC10","Darker than Amber","Rod Taylor",,"tough playboy hero","Travis McGee"
"RtC10","Darker than Amber","Ahna Capri",,"strong crook",
"RtC10","Darker than Amber","Suzy Kendall","victim","involved with crooks, nearly drowned, killed by car",
"RtC10","Darker than Amber","Jan Russell","cameo, role","Tigress",
"RtC10","Darker than Amber","Theodore Bikel",,"captain, sidekick",
"RtC10","Darker than Amber",,,"marina operator",
"RCu10","Frankenstein's Daughter","Donald Murphy",,"descendant of doctor","Oliver Franenstein"
"RCu10","Frankenstein's Daughter",,,"half-faced monster",
"RCu10","Frankenstein's Daughter","Sandra Knight",,"drugged girl, becomes monster",
"RCu10","Frankenstein's Daughter",,,"girl as monster","notesfactmale actor/fact/notes"
"RCu10","Frankenstein's Daughter","John Ashley",,"teen",
"RCu10","Frankenstein's Daughter","Sally Todd",,"teen love",
"RCu10","Frankenstein's Daughter","Harold Lloyd~jr.",,,
"RCu10","Frankenstein's Daughter","Robert Dix",,,
"RCu12","Missile to the Moon","Richard Travis",,"leads expedition",
"RCu12","Missile to the Moon","Gary Clarke",,,
"RCu12","Missile to the Moon","Laurie Mitchell",,"sexy moon woman",
"RCu12","Missile to the Moon","Cathy Downs",,,
"RCv10","Une Histoire d'Amour","Louis Javet",,"police inspector",
"RCv10","Une Histoire d'Amour","Daniel G'elin",,"killed",
"RCv10","Une Histoire d'Amour","Dany Robin",,"suicide",
"RcW10","It's all True: Based on An Unfinished Film By Orson Welles","Orson Welles",,"director","Orson Welles"
"RcW16","RKO 281","John Malkovich",,"young director","Orson Welles"
"RcW16","RKO 281","Liev Schreiber",,"publisher, tries to stop making of Citizen Kane movie","Wiliam Randolph Hearst"
"RD4","The Omen","Gregory Peck",,"millionaire, substitutes stillborn child, shot",
"RD4","The Omen","Lee Remick",,"wife, killed by nanny",
"RD4","The Omen","Billie Whitelaw",,"nanny",
"RD4","The Omen","David Warner",,"photographer",
"RD4","The Omen","Harvey Stephens",,"devil's child",
"RD4","The Omen","Leo McKern",,"mystic",
"RD4","The Omen","Martin Benson",,"wise priest, killed","errorR(An)/error"
"RD5","Superman","Christopher Reeve",,"meek hero, superman","Clark Kent"
"RD5","Superman","Margot Kidder",,"innocent reporter","Lois Lane"
"RD5","Superman",,,"reporter","Jimmy Olson"
"RD5","Superman","Gene Hackman",,"mean criminal","Rex Luther"
"RD5","Superman","Ned Beatty",,"bald powerful alien criminal leaders","Zog"
"RD5","Superman","Marlon Brando",,"Superman's father","Jor-El"
"RD5","Superman","Valerie Perrine",,"criminal girl",
"RD5","Superman","Susannah York",,"mother","errorR(An)/error"
"RD5","Superman","Jackie Cooper",,"publisher","Perry White"
"RD5","Superman","Trevor Howard",,"elder",
"RD5","Superman","Glenn Ford",,"father","Jonathan Kent"
"RD5","Superman",,,"president, abdicates",
"RD5","Superman",,,"heavy criminal",
"RD5","Superman","Noel Neill",,"reporter's friend","notesfactwas Lois Lane on TV/fact/notes"
"RD5","Superman","Kirk Alyn",,,"notesfactSuperman in TV Series/fact/notes"
"RD7","Inside Moves","John Savage",,,
"RD7","Inside Moves","Diana Scarwid",,,
"RD7","Inside Moves","David Morse",,,
"RD7","Inside Moves","Harold Russell",,"armless vet",
"RD8","The Toy","Richard Pryor",,,
"RD8","The Toy","Jackie Gleason",,,
"RD8","The Toy","Scott Schwartz",,,
"RD8","The Toy","Teresa Ganzel",,,
"RD8","The Toy","Wilfred Hyde-White",,,
"RD8","The Toy","Ned Beatty",,,
"RD9","Ladyhawke","Matthew Broderick",,"young hero",
"RD9","Ladyhawke","Rutger Hauer",,"knight, recurrent ssavior",
"RD9","Ladyhawke","Michelle Pfeiffer",,"etheral presence",
"RD9","Ladyhawke","Leo McKern",,"old castle keeper",
"RD9","Ladyhawke","John Wood",,,
"RD9","Ladyhawke","Ken Hutchinson",,,
"RD15","Lady Luck","Mathew Broderick",,,
"RD15","Lady Luck","Rutiger Hauer",,,
"RD15","Lady Luck","Michelle Pfeiffer",,,
"RD15","Lady Luck","Leo McKern",,,
"RD15","Lady Luck","John wood",,,
"RD15","Lady Luck","Ken Hutchinson",,,
"RD19","Lethal Weapon","Mel Gibson",,"aggressive police detective","Martin Riggs"
"RD19","Lethal Weapon","Danny Glover",,"protective police detective","Roger Murtaugh"
"RD19","Lethal Weapon","Gary Busey",,,
"RD19","Lethal Weapon","Mitchell Ryan",,,
"RD19","Lethal Weapon","Darlene Love",,,
"RD19","Lethal Weapon","Traci Wolfe",,,
"RD18","Absolute Beginners","David Bowie",,"musician",
"RD18","Absolute Beginners","Patsy Kensit",,,
"RD20","Scrooged","Bill Murray",,"yuppie egomaniac",
"RD20","Scrooged","Buddy Hackett",,"leprechaun actor",
"RD20","Scrooged","Carol Kane",,"abusing ghost",
"RD20","Scrooged","Bobcat Goldthwait",,"wimp executive, shoots",
"RD20","Scrooged","John Forsythe",,"ghost boss",
"RD20","Scrooged","Robert Mitchum",,"chairman",
"RD20","Scrooged","David Johansen",,"ghost taxi driver",
"RD20","Scrooged","John Glover",,"ambitious wicked",
"RD20","Scrooged","Miles Davis",,"street musician",
"RD20","Scrooged","Michael J. Pollard",,"homeless",
"RD20","Scrooged","Karen Allen",,"girlfriend",
"RD25","Lethal Weapon II","Mel Gibson",,"aggressive police detective",
"RD25","Lethal Weapon II","Danny Glover",,"protective police detective",
"RD25","Lethal Weapon II","Patsy Kensit",,,
"RD35","Lethal Weapon III","Mel Gibson",,"aggressive police detective",
"RD35","Lethal Weapon III","Danny Glover",,"violent police detective",
"RD35","Lethal Weapon III","Joe Pesci",,,
"RD35","Lethal Weapon III","Rene Russo",,,
"RD35","Lethal Weapon III","Stuart Wilson",,"film director","errorR(An)/error"
"RD37","Maverick","Mel Gibson",,"debonair drifter, gambler","Bret Maverick"
"RD37","Maverick","James Garner","crook","hero, marshal","Zane Cooper"
"RD37","Maverick","Jodie Foster",,"card shark, con artist","Annabelle"
"RD37","Maverick","James Coburn",,"poker player",
"RD37","Maverick","Graham Greene",,,
"RD37","Maverick","Alfred Molina",,,
"RD37","Maverick","Bub Taylor",,,
"RD41","Conspiracy Theory","Julia Roberts",,"FBI agent","Alice Sutton"
"RD41","Conspiracy Theory","Mel Gibson",,"paranoid taxi driver, friend","Jerry"
"RD41","Conspiracy Theory","Patrick Stewart",,"threatens",
"RD41","Conspiracy Theory","Stephen Kahan",,,
"RD41","Conspiracy Theory","Terence Alexander",,,
"RD41","Conspiracy Theory","x. MacArthur",,,
"RD43","Lethal Weapon 4","Mel Gibson",,"detective","Martin Riggs"
"RD43","Lethal Weapon 4","Danny Glover",,"detective","roger Murtaugh"
"RD43","Lethal Weapon 4","Joe Pesci",,,"Leo Getz"
"RD43","Lethal Weapon 4","Rene Russo",,,"Lorna Cole"
"RD43","Lethal Weapon 4","Chris Rock","agent","young detective",
"RD43","Lethal Weapon 4","Jet Li",,"crime lord",
"RDa1","The Green Man","Alastair Sim",,"pompous politician",
"RDa1","The Green Man","George Cole",,"assassin",
"RDa1","The Green Man","Jill Adams",,,
"RDa1","The Green Man","Terry Thomas",,,
"RDa1","The Green Man","Avril Nagers",,,
"RDa1","The Green Man","Dora Bryan",,,
"RDa3","First Man Into Space",,,"astronaut, retuns bloodthirsty",
"RDa3","First Man Into Space","Marshall Thompson",,"commander",
"RDa3","First Man Into Space","Marla Landi",,,
"RDa5","Two-Way Stretch","Peter Sellers",,,
"RDa5","Two-Way Stretch","Wilfred HydeWhite",,,
"RDa5","Two-Way Stretch","Bernard Cribbins",,,
"RDa5","Two-Way Stretch","David Lodge",,,
"RDa5","Two-Way Stretch","Maurice Denham",,,
"RDa5","Two-Way Stretch","Beryl Reid",,,
"RDa5","Two-Way Stretch","Liz Fraser",,,
"RDa5","Two-Way Stretch","Irene Handl",,,
"RDa5","Two-Way Stretch","George Woodbridge",,,
"RDa5","Two-Way Stretch","Lionel Jeffries",,,
"RDa6","Tarzan the Magnificent","Gordon Scott","crook","jungle boy","Tarzan"
"RDa9","Tarzan's Three Challenges","Jock Mahoney","crook","jungle boy","Tarzan"
"RDa9","Tarzan's Three Challenges","Earl Cameron",,,
"RDa9","Tarzan's Three Challenges","Ricky Der",,"boy king, rescued",
"RDa9","Tarzan's Three Challenges","Woody Strode","villain","muscular villain",
"RDa10","She","Ursula Andress",,"queen",
"RDa10","She","John Richardson",,"king",
"RDa11","Tarzan and the Valley of Gold","Mike Henry","crook","jungle boy","Tarzan"
"RDa12","Tarzan and the Great River","Mike Henry","crook","jungle boy","Tarzan"
"RDa12","Tarzan and the Great River","Jan Murray",,"grizzled",
"RDa12","Tarzan and the Great River","Michael Padilla~jr.",,,
"RDa14","Tarzan and the Jungle Boy","Mike Henry","crook","jungle boy","Tarzan"
"RDa14","Tarzan and the Jungle Boy","Alizia Gur",,"seeks jungle boy",
"RDa21","Initiation of Sarah","Shelley Winters",,,
"RDa21","Initiation of Sarah","Kay Lenz",,,
"RDa21","Initiation of Sarah","Kathryn Grant",,,"notesaliasCrosby/alias/notes"
"RDa21","Initiation of Sarah","Morgan Brittany",,,
"RDa21","Initiation of Sarah","Morgan Fairchild",,,
"RDa21","Initiation of Sarah","Tony Bill",,,
"RDa25","The Man With Bogart's Face","Robert Sacchi",,"detective, looks like Humphrey Bogart",
"RDa25","The Man With Bogart's Face","Misty Rowe",,,
"RDa25","The Man With Bogart's Face","Michelle Phillips",,,
"RDa25","The Man With Bogart's Face","Franco Nero",,,
"RDa25","The Man With Bogart's Face","Olivia Hussey",,,
"RDa25","The Man With Bogart's Face","Victor Buono",,,
"RDa25","The Man With Bogart's Face","Herbert Lom",,,
"RDa25","The Man With Bogart's Face","George Raft",,,
"RDa25","The Man With Bogart's Face","Yvonne deCarlo",,,
